State,Weekend,Flu
IN,29oct2005,0.013839999
IN,05nov2005,0.01777
IN,12nov2005,0.01526
IN,19nov2005,0.01705
IN,26nov2005,0.01382
IN,03dec2005,0.019160001
IN,10dec2005,0.01829
IN,17dec2005,0.016070001
IN,24dec2005,0.017280001
IN,31dec2005,0.02118
IN,07jan2006,0.019400001
IN,14jan2006,0.01881
IN,21jan2006,0.01605
IN,28jan2006,0.02042
IN,04feb2006,0.022330001
IN,11feb2006,0.020169999
IN,18feb2006,0.024549998
IN,25feb2006,0.028069999
IN,04mar2006,0.030309999
IN,11mar2006,0.027320001
IN,18mar2006,0.022909999
IN,25mar2006,0.023729999
IN,01apr2006,0.01812
IN,08apr2006,0.017209999
IN,15apr2006,0.01285
IN,22apr2006,0.011829999
IN,29apr2006,0.01105
IN,06may2006,0.010829999
IN,13may2006,0.012250001
IN,20may2006,0.00982
IN,27may2006,0.00978
IN,03jun2006,0.00799
IN,10jun2006,0.00664
IN,17jun2006,0.00588
IN,24jun2006,0.00521
IN,01jul2006,0.00616
IN,08jul2006,0.00548
IN,15jul2006,0.0058
IN,22jul2006,0.00438
IN,29jul2006,0.00515
IN,05aug2006,0.00507
IN,12aug2006,0.00608
IN,19aug2006,0.00626
IN,26aug2006,0.00663
IN,02sep2006,0.008090001
IN,09sep2006,0.00985
IN,16sep2006,0.01189
IN,23sep2006,0.01154
IN,30sep2006,0.01309
IN,07oct2006,0.014049999
IN,14oct2006,0.016659999
IN,21oct2006,0.016860001
IN,28oct2006,0.01812
IN,04nov2006,0.020780001
IN,11nov2006,0.018480001
IN,18nov2006,0.02256
IN,25nov2006,0.018370001
IN,02dec2006,0.02328
IN,09dec2006,0.02201
IN,16dec2006,0.021930002
IN,23dec2006,0.02644
IN,30dec2006,0.028469998
IN,06jan2007,0.030269999
IN,13jan2007,0.023729999
IN,20jan2007,0.018409999
IN,27jan2007,0.02337
IN,03feb2007,0.024130002
IN,10feb2007,0.02898
IN,17feb2007,0.026819998
IN,24feb2007,0.026870001
IN,03mar2007,0.02815
IN,10mar2007,0.024460001
IN,17mar2007,0.021140002
IN,24mar2007,0.02303
IN,31mar2007,0.016419999
IN,07apr2007,0.01234
IN,14apr2007,0.013789999
IN,21apr2007,0.01278
IN,28apr2007,0.0138
IN,05may2007,0.01345
IN,12may2007,0.01276
IN,19may2007,0.010930001
IN,26may2007,0.00875
IN,02jun2007,0.00913
IN,09jun2007,0.00728
IN,16jun2007,0.00726
IN,23jun2007,0.00556
IN,30jun2007,0.00547
IN,07jul2007,0.00546
IN,14jul2007,0.00546
IN,21jul2007,0.00461
IN,28jul2007,0.00521
IN,04aug2007,0.00542
IN,11aug2007,0.00487
IN,18aug2007,0.00476
IN,25aug2007,0.006
IN,01sep2007,0.00939
IN,08sep2007,0.00953
IN,15sep2007,0.010770001
IN,22sep2007,0.01126
IN,29sep2007,0.009480001
IN,06oct2007,0.011419999
IN,13oct2007,0.01112
IN,20oct2007,0.014119999
IN,27oct2007,0.01512
IN,03nov2007,0.015140001
IN,10nov2007,0.0178
IN,17nov2007,0.018300001
IN,24nov2007,0.01208
IN,01dec2007,0.02059
IN,08dec2007,0.018449999
IN,15dec2007,0.016929999
IN,22dec2007,0.01681
IN,29dec2007,0.016900001
IN,05jan2008,0.020350002
IN,12jan2008,0.017239999
IN,19jan2008,0.017819999
IN,26jan2008,0.026600001
IN,02feb2008,0.039730001
IN,09feb2008,0.05948
IN,16feb2008,0.067779996
IN,23feb2008,0.072609998
IN,01mar2008,0.05999
IN,08mar2008,0.040120002
IN,15mar2008,0.028929999
IN,22mar2008,0.025109999
IN,29mar2008,0.01842
IN,05apr2008,0.0166
IN,12apr2008,0.01443
IN,19apr2008,0.01243
IN,26apr2008,0.01049
IN,03may2008,0.00962
IN,10may2008,0.01061
IN,17may2008,0.01064
IN,24may2008,0.013259999
IN,31may2008,0.00899
IN,07jun2008,0.00598
IN,14jun2008,0.0045
IN,21jun2008,0.00523
IN,28jun2008,0.00424
IN,05jul2008,0.00412
IN,12jul2008,0.00425
IN,19jul2008,0.0038
IN,26jul2008,0.00316
IN,02aug2008,0.00377
IN,09aug2008,0.00531
IN,16aug2008,0.00651
IN,23aug2008,0.00551
IN,30aug2008,0.00721
IN,06sep2008,0.00897
IN,13sep2008,0.009430001
IN,20sep2008,0.011030001
IN,27sep2008,0.01155
IN,04oct2008,0.01189
IN,11oct2008,0.013710001
IN,18oct2008,0.01263
IN,25oct2008,0.01289
IN,01nov2008,0.016649999
IN,08nov2008,0.01716
IN,15nov2008,0.018580001
IN,22nov2008,0.0173
IN,29nov2008,0.01702
IN,06dec2008,0.025699999
IN,13dec2008,0.018860001
IN,20dec2008,0.01474
IN,27dec2008,0.01446
IN,03jan2009,0.018750001
IN,10jan2009,0.01761
IN,17jan2009,0.01377
IN,24jan2009,0.014099999
IN,31jan2009,0.018029999
IN,07feb2009,0.02891
IN,14feb2009,0.031789999
IN,21feb2009,0.033679999
IN,28feb2009,0.03819
IN,07mar2009,0.03576
IN,14mar2009,0.032509997
IN,21mar2009,0.023949999
IN,28mar2009,0.0198
IN,04apr2009,0.01725
IN,11apr2009,0.01477
IN,18apr2009,0.01526
IN,25apr2009,0.01608
IN,02may2009,0.01983
IN,09may2009,0.01248
IN,16may2009,0.00883
IN,23may2009,0.00842
IN,30may2009,0.00618
IN,06jun2009,0.00471
IN,13jun2009,0.00417
IN,20jun2009,0.00321
IN,27jun2009,0.00316
IN,04jul2009,0.00289
IN,11jul2009,0.00312
IN,18jul2009,0.00341
IN,25jul2009,0.00314
IN,01aug2009,0.00287
IN,08aug2009,0.00279
IN,15aug2009,0.00302
IN,22aug2009,0.00482
IN,29aug2009,0.00844
IN,05sep2009,0.0163
IN,12sep2009,0.0177
IN,19sep2009,0.01643
IN,26sep2009,0.013350001
IN,09oct2010,0.005189621
IN,16oct2010,0.006531374
IN,23oct2010,0.005843457
IN,30oct2010,0.005810842
IN,06nov2010,0.008422544
IN,13nov2010,0.007520546
IN,20nov2010,0.008208366
IN,27nov2010,0.00795053
IN,04dec2010,0.008871887
IN,11dec2010,0.009499576
IN,18dec2010,0.009641874
IN,25dec2010,0.013629549
IN,01jan2011,0.017327048
IN,08jan2011,0.017518248
IN,15jan2011,0.024037559
IN,22jan2011,0.043882292
IN,29jan2011,0.069044702
IN,05feb2011,0.067716017
IN,12feb2011,0.060721062
IN,19feb2011,0.059752211
IN,26feb2011,0.05023453
IN,05mar2011,0.038081698
IN,12mar2011,0.027274903
IN,19mar2011,0.020500742
IN,26mar2011,0.016651319
IN,02apr2011,0.009844474
IN,09apr2011,0.009223343
IN,16apr2011,0.005811469
IN,23apr2011,0.004746552
IN,30apr2011,0.005131184
IN,07may2011,0.004439726
IN,14may2011,0.006830285
IN,21may2011,0.005200774
IN,28may2011,0.004584753
IN,04jun2011,0.007218045
IN,11jun2011,0.004329609
IN,18jun2011,0.004416311
IN,25jun2011,0.003109729
IN,02jul2011,0.005174428
IN,09jul2011,0.004471195
IN,16jul2011,0.002356506
IN,23jul2011,0.002980392
IN,30jul2011,0.002809866
IN,06aug2011,0.002123786
IN,13aug2011,0.00192864
IN,20aug2011,0.002402148
IN,27aug2011,0.003376341
IN,03sep2011,0.003273918
IN,10sep2011,0.004649891
IN,17sep2011,0.003827418
IN,24sep2011,0.006541595
IN,01oct2011,0.008503589
IN,08oct2011,0.008359907
IN,15oct2011,0.011312024
IN,22oct2011,0.012131392
IN,29oct2011,0.010616284
IN,05nov2011,0.013410818
IN,12nov2011,0.011278848
IN,19nov2011,0.010255039
IN,26nov2011,0.011034315
IN,03dec2011,0.011244378
IN,10dec2011,0.011136085
IN,17dec2011,0.010366345
IN,24dec2011,0.011275814
IN,31dec2011,0.014925373
IN,07jan2012,0.010686491
IN,14jan2012,0.01115907
IN,21jan2012,0.009722223
IN,28jan2012,0.012928939
IN,04feb2012,0.013835431
IN,11feb2012,0.01290256
IN,18feb2012,0.011104382
IN,25feb2012,0.018757688
IN,03mar2012,0.017691063
IN,10mar2012,0.020076979
IN,17mar2012,0.024425607
IN,24mar2012,0.020089518
IN,31mar2012,0.016112046
IN,07apr2012,0.017346572
IN,14apr2012,0.010398424
IN,21apr2012,0.009158615
IN,28apr2012,0.007138222
IN,05may2012,0.007802668
IN,12may2012,0.007352941
IN,19may2012,0.005273953
IN,26may2012,0.005025126
IN,02jun2012,0.008396798
IN,09jun2012,0.003159851
IN,16jun2012,0.002917046
IN,23jun2012,0.003677147
IN,30jun2012,0.005717665
IN,07jul2012,0.00484731
IN,14jul2012,0.004309537
IN,21jul2012,0.003459543
IN,28jul2012,0.004690601
IN,04aug2012,0.006724474
IN,11aug2012,0.003710247
IN,18aug2012,0.004270697
IN,25aug2012,0.00581649
IN,01sep2012,0.006394217
IN,08sep2012,0.007862759
IN,15sep2012,0.006696716
IN,22sep2012,0.008503617
IN,29sep2012,0.005713544
IN,06oct2012,0.007049448
IN,13oct2012,0.006465318
IN,20oct2012,0.007157172
IN,27oct2012,0.005061393
IN,03nov2012,0.006507996
IN,10nov2012,0.010050251
IN,17nov2012,0.00736934
IN,24nov2012,0.010236113
IN,01dec2012,0.014792319
IN,08dec2012,0.024150794
IN,15dec2012,0.044509232
IN,22dec2012,0.052225649
IN,29dec2012,0.071751498
IN,05jan2013,0.043960195
IN,12jan2013,0.041140351
IN,19jan2013,0.048247166
IN,26jan2013,0.031910729
IN,02feb2013,0.03500931
IN,09feb2013,0.031420268
IN,16feb2013,0.026358053
IN,23feb2013,0.027456233
IN,02mar2013,0.025944782
IN,09mar2013,0.025532791
IN,16mar2013,0.023993893
IN,23mar2013,0.019317959
IN,30mar2013,0.015296577
IN,06apr2013,0.012236798
IN,13apr2013,0.010504656
IN,20apr2013,0.008282278
IN,27apr2013,0.006089239
IN,04may2013,0.003402159
IN,11may2013,0.004332651
IN,18may2013,0.003826531
IN,25may2013,0.004082966
IN,01jun2013,0.003686636
IN,08jun2013,0.003868472
IN,15jun2013,0.004916421
IN,22jun2013,0.002283579
IN,29jun2013,0.003224506
IN,06jul2013,0.004538939
IN,13jul2013,0.002990175
IN,20jul2013,0.002956247
IN,27jul2013,0.001899335
IN,03aug2013,0.002450981
IN,10aug2013,0.001820167
IN,17aug2013,0.004180602
IN,24aug2013,0.002739726
IN,31aug2013,0.003499223
IN,07sep2013,0.005384007
IN,14sep2013,0.003771687
IN,21sep2013,0.005761425
IN,28sep2013,0.006543905
IN,05oct2013,0.009185548
IN,12oct2013,0.008990601
IN,19oct2013,0.009840871
IN,26oct2013,0.011102645
IN,02nov2013,0.01018076
IN,09nov2013,0.011232604
IN,16nov2013,0.011286222
IN,23nov2013,0.010211525
IN,30nov2013,0.015297271
IN,07dec2013,0.012778506
IN,14dec2013,0.016910158
IN,21dec2013,0.029522613
IN,28dec2013,0.057212532
IN,04jan2014,0.040165707
IN,11jan2014,0.034993272
IN,18jan2014,0.029886363
IN,25jan2014,0.033885729
IN,01feb2014,0.030464584
IN,08feb2014,0.024020381
IN,15feb2014,0.019461079
IN,22feb2014,0.019620499
IN,01mar2014,0.017792344
IN,08mar2014,0.013489941
IN,15mar2014,0.013333334
IN,22mar2014,0.013592008
IN,29mar2014,0.009191834
IN,05apr2014,0.008869684
IN,12apr2014,0.00567721
IN,19apr2014,0.00565355
IN,26apr2014,0.006166749
IN,03may2014,0.007450331
IN,10may2014,0.00647463
IN,17may2014,0.011911679
IN,24may2014,0.006475286
IN,31may2014,0.00534158
IN,07jun2014,0.005175517
IN,14jun2014,0.004859731
IN,21jun2014,0.00376023
IN,28jun2014,0.008464682
IN,05jul2014,0.003472222
IN,12jul2014,0.004840764
IN,19jul2014,0.001207438
IN,26jul2014,0.001859168
IN,02aug2014,0.005615234
IN,09aug2014,0.005267779
IN,16aug2014,0.00491464
IN,23aug2014,0.003980616
IN,30aug2014,0.003690037
IN,06sep2014,0.004742437
IN,13sep2014,0.00484922
IN,20sep2014,0.005850972
IN,27sep2014,0.004592968
IN,04oct2014,0.005143688
IN,11oct2014,0.007919966
IN,18oct2014,0.006880466
IN,25oct2014,0.00755814
IN,01nov2014,0.006946637
IN,08nov2014,0.008290482
IN,15nov2014,0.010302571
IN,22nov2014,0.018679686
IN,29nov2014,0.023153253
IN,06dec2014,0.034507114
IN,13dec2014,0.056327801
IN,20dec2014,0.070439354
IN,27dec2014,0.089649864
IN,03jan2015,0.052338958
IN,10jan2015,0.03408929
IN,17jan2015,0.03310084
IN,24jan2015,0.019916261
IN,31jan2015,0.017768301
IN,07feb2015,0.021178637
IN,14feb2015,0.01928227
IN,21feb2015,0.015212741
IN,28feb2015,0.012537505
IN,07mar2015,0.013999288
IN,14mar2015,0.02067218
IN,21mar2015,0.016774956
IN,28mar2015,0.01280517
IN,04apr2015,0.014081058
IN,11apr2015,0.013326366
IN,18apr2015,0.012181616
IN,25apr2015,0.008747879
IN,02may2015,0.009832433
IN,09may2015,0.006693033
IN,16may2015,0.007194245
IN,23may2015,0.00590688
IN,30may2015,0.007384772
IN,06jun2015,0.004638967
IN,13jun2015,0.002991027
IN,20jun2015,0.006492001
IN,27jun2015,0.006566851
IN,04jul2015,0.006797853
IN,11jul2015,0.006818856
IN,18jul2015,0.002458345
IN,25jul2015,0.003323958
IN,01aug2015,0.002861603
IN,08aug2015,0.004342273
IN,15aug2015,0.005994862
IN,22aug2015,0.006604176
IN,29aug2015,0.008741259
IN,05sep2015,0.005986788
IN,12sep2015,0.008614501
IN,19sep2015,0.008476372
IN,26sep2015,0.011199602
IN,03oct2015,0.012176938
IN,10oct2015,0.009233877
IN,17oct2015,0.01169504
IN,24oct2015,0.01077551
IN,31oct2015,0.011812118
IN,07nov2015,0.011034662
IN,14nov2015,0.012210012
IN,21nov2015,0.011958357
IN,28nov2015,0.014858052
IN,05dec2015,0.008911041
IN,12dec2015,0.014266406
IN,19dec2015,0.018571429
IN,26dec2015,0.021843003
IN,02jan2016,0.025487853
IN,09jan2016,0.014596901
IN,16jan2016,0.009455873
IN,23jan2016,0.014447885
IN,30jan2016,0.015622653
IN,06feb2016,0.012089275
IN,13feb2016,0.015066518
IN,20feb2016,0.020543175
IN,27feb2016,0.027491961
IN,05mar2016,0.034860402
IN,12mar2016,0.047319181
IN,19mar2016,0.030341113
IN,26mar2016,0.022614274
IN,02apr2016,0.017385807
IN,09apr2016,0.014689445
IN,16apr2016,0.010992617
IN,23apr2016,0.01343042
IN,30apr2016,0.012019982
IN,07may2016,0.008520865
IN,14may2016,0.008337544
IN,21may2016,0.011554015
IN,28may2016,0.010350584
IN,04jun2016,0.007016372
IN,11jun2016,0.011157157
IN,18jun2016,0.011290323
IN,25jun2016,0.004859424
IN,02jul2016,0.002091321
IN,09jul2016,0.010159011
IN,16jul2016,0.006670902
IN,23jul2016,0.009520572
IN,30jul2016,0.006203069
IN,06aug2016,0.008149406
IN,13aug2016,0.006247945
IN,20aug2016,0.007073618
IN,27aug2016,0.013688931
IN,03sep2016,0.010183806
IN,10sep2016,0.005064573
IN,17sep2016,0.007164317
IN,24sep2016,0.004180602
IN,01oct2016,0.004941986
IN,08oct2016,0.009994289
IN,15oct2016,0.009609518
IN,22oct2016,0.005734311
IN,29oct2016,0.005444379
IN,05nov2016,0.011174872
IN,12nov2016,0.008647313
IN,19nov2016,0.005604858
IN,26nov2016,0.009348156
IN,03dec2016,0.009383798
IN,10dec2016,0.01263877
IN,17dec2016,0.015573928
IN,24dec2016,0.014535746
IN,31dec2016,0.033620335
IN,07jan2017,0.02334852
IN,14jan2017,0.020094562
IN,21jan2017,0.02115573
IN,28jan2017,0.034282874
IN,04feb2017,0.045892537
IN,11feb2017,0.047185812
IN,18feb2017,0.059960358
IN,25feb2017,0.052666556
IN,04mar2017,0.033021193
IN,11mar2017,0.051022395
IN,18mar2017,0.045386747
IN,25mar2017,0.032306664
IN,01apr2017,0.026546946
IN,08apr2017,0.026192704
IN,15apr2017,0.013436345
IN,22apr2017,0.013876991
IN,29apr2017,0.010923536
IN,06may2017,0.009945909
IN,13may2017,0.005110733
IN,20may2017,0.004643065
IN,27may2017,0.003533569
IN,03jun2017,0.003526646
IN,10jun2017,0.001893222
IN,17jun2017,0.002313285
IN,24jun2017,0.001340932
IN,01jul2017,0.000669568
IN,08jul2017,0.000923788
IN,15jul2017,0.002152853
IN,22jul2017,0.00550585
IN,29jul2017,0.004262295
IN,05aug2017,0.007440958
IN,12aug2017,0.011139674
IN,19aug2017,0.00826993
IN,26aug2017,0.010075566
IN,02sep2017,0.010204081
IN,09sep2017,0.012864268
IN,16sep2017,0.012624227
IN,23sep2017,0.012393493
IN,30sep2017,0.016784452
IN,07oct2017,0.013570146
IN,14oct2017,0.013458029
IN,21oct2017,0.01343458
IN,28oct2017,0.015446224
IN,04nov2017,0.017241379
IN,11nov2017,0.012801755
IN,18nov2017,0.01018974
IN,25nov2017,0.013859275
IN,02dec2017,0.020434702
IN,09dec2017,0.024843505
IN,16dec2017,0.023098715
IN,23dec2017,0.047195014
IN,30dec2017,0.078440584
IN,06jan2018,0.069335237
IN,13jan2018,0.077016227
IN,20jan2018,0.075290754
IN,27jan2018,0.080998011
IN,03feb2018,0.078333333
IN,10feb2018,0.083601288
IN,17feb2018,0.064422727
IN,24feb2018,0.038849276
IN,03mar2018,0.0389948
IN,10mar2018,0.030102622
IN,17mar2018,0.030027658
IN,24mar2018,0.032682512
IN,31mar2018,0.028571429
IN,07apr2018,0.022923287
IN,14apr2018,0.025980162
IN,21apr2018,0.019695379
IN,28apr2018,0.014100268
IN,05may2018,0.015468825
IN,12may2018,0.010564359
IN,19may2018,0.01024373
IN,26may2018,0.011033468
IN,02jun2018,0.012179208
IN,09jun2018,0.013450835
IN,16jun2018,0.004872767
IN,23jun2018,0.007210205
IN,30jun2018,0.006578947
IN,07jul2018,0.007498661
IN,14jul2018,0.008220304
IN,21jul2018,0.010577347
IN,28jul2018,0.007428807
IN,04aug2018,0.006264683
IN,11aug2018,0.011900192
IN,18aug2018,0.010587806
IN,25aug2018,0.011672095
IN,01sep2018,0.012526096
IN,08sep2018,0.008035715
IN,15sep2018,0.013295832
IN,22sep2018,0.01001221
IN,29sep2018,0.009629
IN,06oct2018,0.012545841
IN,13oct2018,0.011108983
IN,20oct2018,0.008473049
IN,27oct2018,0.010575985
IN,03nov2018,0.013200754
IN,10nov2018,0.013437659
IN,17nov2018,0.015137358
IN,24nov2018,0.018704537
IN,01dec2018,0.0169739
IN,08dec2018,0.018205956
IN,15dec2018,0.0226178
IN,22dec2018,0.038495973
IN,29dec2018,0.05624662
IN,05jan2019,0.038281251
IN,12jan2019,0.032366823
IN,19jan2019,0.041470125
IN,26jan2019,0.036845509
IN,02feb2019,0.038578443
IN,09feb2019,0.038961038
IN,16feb2019,0.039512556
IN,23feb2019,0.046971109
IN,02mar2019,0.048794065
IN,09mar2019,0.046502978
IN,16mar2019,0.058893375
IN,23mar2019,0.037385046
IN,30mar2019,0.028365878
IN,06apr2019,0.019441299
IN,13apr2019,0.018871382
IN,20apr2019,0.019300593
IN,27apr2019,0.012608353
IN,04may2019,0.015573771
IN,11may2019,0.014807503
IN,18may2019,0.009809264
IN,25may2019,0.010070493
IN,01jun2019,0.015821502
IN,08jun2019,0.010058027
IN,15jun2019,0.01121563
IN,22jun2019,0.008169328
IN,29jun2019,0.010517091
IN,06jul2019,0.012899607
IN,13jul2019,0.002744022
IN,20jul2019,0.005376344
IN,27jul2019,0.002653693
IN,03aug2019,0.004240882
IN,10aug2019,0.004826678
IN,17aug2019,0.003525264
IN,24aug2019,0.002759572
IN,31aug2019,0.005184508
IN,07sep2019,0.006796941
IN,14sep2019,0.005205144
IN,21sep2019,0.008271787
IN,28sep2019,0.007088009
IN,05oct2019,0.009494949
IN,12oct2019,0.011170304
IN,19oct2019,0.008537059
IN,26oct2019,0.011561954
IN,02nov2019,0.013888889
IN,09nov2019,0.014411248
IN,16nov2019,0.018035714
IN,23nov2019,0.014164827
IN,30nov2019,0.021411844
IN,07dec2019,0.02413531
IN,14dec2019,0.029405631
IN,21dec2019,0.03966713
IN,28dec2019,0.061924256
IN,04jan2020,0.032775693
IN,11jan2020,0.0302037
IN,18jan2020,0.030597722
IN,25jan2020,0.050368808
IN,01feb2020,0.049390774
IN,08feb2020,0.064930364
IN,15feb2020,0.061290942
IN,22feb2020,0.058029689
KS,07jun2003,0.00351
KS,14jun2003,0.00535
KS,21jun2003,0.00507
KS,28jun2003,0.00493
KS,05jul2003,0.00504
KS,12jul2003,0.00381
KS,19jul2003,0.00282
KS,26jul2003,0.00387
KS,02aug2003,0.00395
KS,09aug2003,0.00249
KS,16aug2003,0.00347
KS,23aug2003,0.00432
KS,30aug2003,0.00428
KS,06sep2003,0.00404
KS,13sep2003,0.00655
KS,20sep2003,0.00993
KS,27sep2003,0.00958
KS,04oct2003,0.01035
KS,11oct2003,0.007900001
KS,18oct2003,0.00989
KS,25oct2003,0.00958
KS,01nov2003,0.010340001
KS,08nov2003,0.00981
KS,15nov2003,0.013359999
KS,22nov2003,0.019029999
KS,29nov2003,0.03153
KS,06dec2003,0.081140004
KS,13dec2003,0.13410001
KS,20dec2003,0.090159997
KS,27dec2003,0.056439999
KS,03jan2004,0.028719999
KS,10jan2004,0.018860001
KS,17jan2004,0.01836
KS,24jan2004,0.0124
KS,31jan2004,0.01115
KS,07feb2004,0.01189
KS,14feb2004,0.01239
KS,21feb2004,0.011030001
KS,28feb2004,0.009670001
KS,06mar2004,0.010249999
KS,13mar2004,0.011080001
KS,20mar2004,0.0091
KS,27mar2004,0.00832
KS,03apr2004,0.00708
KS,10apr2004,0.00806
KS,17apr2004,0.00866
KS,24apr2004,0.00718
KS,01may2004,0.00832
KS,08may2004,0.00838
KS,15may2004,0.0065
KS,22may2004,0.00728
KS,29may2004,0.00768
KS,05jun2004,0.00592
KS,12jun2004,0.00695
KS,19jun2004,0.00599
KS,26jun2004,0.0049
KS,03jul2004,0.00564
KS,10jul2004,0.00362
KS,17jul2004,0.00458
KS,24jul2004,0.00409
KS,31jul2004,0.00462
KS,07aug2004,0.0049
KS,14aug2004,0.00431
KS,21aug2004,0.00481
KS,28aug2004,0.00497
KS,04sep2004,0.00512
KS,11sep2004,0.00733
KS,18sep2004,0.00836
KS,25sep2004,0.01
KS,02oct2004,0.00866
KS,09oct2004,0.010319999
KS,16oct2004,0.010319999
KS,23oct2004,0.015269999
KS,30oct2004,0.01667
KS,06nov2004,0.015269999
KS,13nov2004,0.017819999
KS,20nov2004,0.01918
KS,27nov2004,0.01928
KS,04dec2004,0.020819999
KS,11dec2004,0.020750001
KS,18dec2004,0.019470001
KS,25dec2004,0.02059
KS,01jan2005,0.024769999
KS,08jan2005,0.023800001
KS,15jan2005,0.02043
KS,22jan2005,0.025760001
KS,29jan2005,0.02612
KS,05feb2005,0.031719998
KS,12feb2005,0.044410001
KS,19feb2005,0.044939999
KS,26feb2005,0.046599999
KS,05mar2005,0.032650001
KS,12mar2005,0.026730001
KS,19mar2005,0.025179999
KS,26mar2005,0.022449998
KS,02apr2005,0.018309999
KS,09apr2005,0.014149999
KS,16apr2005,0.011849999
KS,23apr2005,0.01123
KS,30apr2005,0.01197
KS,07may2005,0.00986
KS,14may2005,0.00955
KS,21may2005,0.00833
KS,28may2005,0.00719
KS,04jun2005,0.00593
KS,11jun2005,0.00549
KS,18jun2005,0.0051
KS,25jun2005,0.00582
KS,02jul2005,0.00446
KS,09jul2005,0.00501
KS,16jul2005,0.00526
KS,23jul2005,0.00405
KS,30jul2005,0.00444
KS,06aug2005,0.00421
KS,13aug2005,0.00394
KS,20aug2005,0.0043
KS,27aug2005,0.00479
KS,03sep2005,0.00652
KS,10sep2005,0.00961
KS,17sep2005,0.011829999
KS,24sep2005,0.00915
KS,01oct2005,0.01074
KS,08oct2005,0.01041
KS,15oct2005,0.01206
KS,22oct2005,0.01206
KS,29oct2005,0.015769999
KS,05nov2005,0.01811
KS,12nov2005,0.015829999
KS,19nov2005,0.014939999
KS,26nov2005,0.016480001
KS,03dec2005,0.019230001
KS,10dec2005,0.017890001
KS,17dec2005,0.01833
KS,24dec2005,0.026970001
KS,31dec2005,0.033500001
KS,07jan2006,0.029719999
KS,14jan2006,0.02244
KS,21jan2006,0.02162
KS,28jan2006,0.02795
KS,04feb2006,0.029610001
KS,11feb2006,0.032899998
KS,18feb2006,0.026830001
KS,25feb2006,0.02881
KS,04mar2006,0.024219999
KS,11mar2006,0.02125
KS,18mar2006,0.01787
KS,25mar2006,0.01691
KS,01apr2006,0.01506
KS,08apr2006,0.01382
KS,15apr2006,0.010650001
KS,22apr2006,0.00871
KS,29apr2006,0.00889
KS,06may2006,0.01052
KS,13may2006,0.008690001
KS,20may2006,0.00913
KS,27may2006,0.00847
KS,03jun2006,0.0068
KS,10jun2006,0.00657
KS,17jun2006,0.00657
KS,24jun2006,0.00621
KS,01jul2006,0.00577
KS,08jul2006,0.00507
KS,15jul2006,0.00418
KS,22jul2006,0.00495
KS,29jul2006,0.00566
KS,05aug2006,0.00486
KS,12aug2006,0.0058
KS,19aug2006,0.00477
KS,26aug2006,0.00566
KS,02sep2006,0.00648
KS,09sep2006,0.0077
KS,16sep2006,0.0091
KS,23sep2006,0.01075
KS,30sep2006,0.01135
KS,07oct2006,0.01235
KS,14oct2006,0.01119
KS,21oct2006,0.011670001
KS,28oct2006,0.01214
KS,04nov2006,0.01442
KS,11nov2006,0.014359999
KS,18nov2006,0.01977
KS,25nov2006,0.017070001
KS,02dec2006,0.018200001
KS,09dec2006,0.01756
KS,16dec2006,0.018750001
KS,23dec2006,0.024809999
KS,30dec2006,0.02767
KS,06jan2007,0.02499
KS,13jan2007,0.021819999
KS,20jan2007,0.019099999
KS,27jan2007,0.02269
KS,03feb2007,0.028589999
KS,10feb2007,0.03912
KS,17feb2007,0.037190001
KS,24feb2007,0.033780001
KS,03mar2007,0.02458
KS,10mar2007,0.019019999
KS,17mar2007,0.01486
KS,24mar2007,0.01163
KS,31mar2007,0.00922
KS,07apr2007,0.00973
KS,14apr2007,0.01338
KS,21apr2007,0.01144
KS,28apr2007,0.01165
KS,05may2007,0.008450001
KS,12may2007,0.007900001
KS,19may2007,0.00876
KS,26may2007,0.00677
KS,02jun2007,0.00723
KS,09jun2007,0.00614
KS,16jun2007,0.00615
KS,23jun2007,0.00614
KS,30jun2007,0.00502
KS,07jul2007,0.0048
KS,14jul2007,0.00524
KS,21jul2007,0.0068
KS,28jul2007,0.00667
KS,04aug2007,0.00625
KS,11aug2007,0.00599
KS,18aug2007,0.0067
KS,25aug2007,0.00615
KS,01sep2007,0.00821
KS,08sep2007,0.00973
KS,15sep2007,0.01128
KS,22sep2007,0.01118
KS,29sep2007,0.01255
KS,06oct2007,0.013250001
KS,13oct2007,0.01318
KS,20oct2007,0.01339
KS,27oct2007,0.016180001
KS,03nov2007,0.019989999
KS,10nov2007,0.01911
KS,17nov2007,0.023120001
KS,24nov2007,0.01671
KS,01dec2007,0.0208
KS,08dec2007,0.021429999
KS,15dec2007,0.01572
KS,22dec2007,0.0195
KS,29dec2007,0.01905
KS,05jan2008,0.021199999
KS,12jan2008,0.021640001
KS,19jan2008,0.022980001
KS,26jan2008,0.027070001
KS,02feb2008,0.039360002
KS,09feb2008,0.063000001
KS,16feb2008,0.076839998
KS,23feb2008,0.079369999
KS,01mar2008,0.064920001
KS,08mar2008,0.04645
KS,15mar2008,0.02947
KS,22mar2008,0.017100001
KS,29mar2008,0.01287
KS,05apr2008,0.00729
KS,12apr2008,0.00728
KS,19apr2008,0.0084
KS,26apr2008,0.00573
KS,03may2008,0.00725
KS,10may2008,0.0086
KS,17may2008,0.00772
KS,24may2008,0.00852
KS,31may2008,0.00616
KS,07jun2008,0.00184
KS,14jun2008,0.00124
KS,21jun2008,0.00148
